"Season Code","Event Code","Item Code","Pr Level Full Name","Order Qty (Total)","Event Amt (Total)","Event Pmt (Total)","Price Type Full Name","Class Full Name"
"BB24","BBPK","BBPK","Area A","615","0.00","0.00","Parking","Parking"
"BB24","BBPK","BBPK","Area A","142","0.00","0.00","Staff Parking","Parking"
"BB24","BBPK","BBPK","Area B","218","0.00","0.00","Parking","Parking"
"BB24","BBPK","BBPK","Area B","43","0.00","0.00","Staff Parking","Parking"
"BB24","BBPK","BBPK","Area PC/SD","207","0.00","0.00","Parking","Parking"
"BB24","BBPK","BBPK","Area SHR","47","0.00","0.00","Parking","Parking"
"BB24","BBPKFS1","BBPKFS1","Area A","1","0.00","0.00","Parking","Parking"
"BB24","BBPKFS1","BBPKFS1","Area A","1","0.00","0.00","Staff Parking","Parking"
"BB24","BBPKFS1","BBPKFS1","Area B","0","0.00","0.00","Parking","Parking"
"BB24","BBPKFS1","BBPKFS1","Area B","1","0.00","0.00","Staff Parking","Parking"
"BB24","BBPKFS1","BBPKFS1","Area PC/SD","0","0.00","0.00","Parking","Parking"
"BB24","BBPKFS1","BBPKFS1","Area SHR","0","0.00","0.00","Parking","Parking"
"BB24","MB01","MB01","Bleachers","411","0.00","0.00","Access Pass","Single Game - Standard"
"BB24","MB01","MB01","Bleachers","29","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB01","MB01","Bleachers","3","33.00","33.00","Day of Student Guest","Single Game - Day of Game"
"BB24","MB01","MB01","Club","0","0.00","0.00","Comp - Grogan","Single Game - Standard"
"BB24","MB01","MB01","Club","1","14.00","14.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB01","MB01","Courtside","3","0.00","0.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB01","MB01","Courtside","9","63.00","63.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB01","MB01","Loge","1","0.00","0.00","Transfer Comp - Grogan","Transfer"
"BB24","MB01","MB01","Loge","10","70.00","70.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB01","MB01","Loge","12","0.00","0.00","Transfer UT Pkg F/S -  Grogan","Transfer"
"BB24","MB01","MB01","Premium Blue","28","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB01","MB01","Premium Blue","2","0.00","0.00","Comp - Grogan","Single Game - Standard"
"BB24","MB01","MB01","Premium Blue","8","392.00","392.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB01","MB01","Premium Blue","1","24.50","24.50","Day of Youth","Single Game - Day of Game"
"BB24","MB01","MB01","Premium Blue","0","0.00","0.00","Event Dynamic","Miscellaneous"
"BB24","MB01","MB01","Premium Blue","13","611.00","611.00","Full Price","Single Game - Standard"
"BB24","MB01","MB01","Premium Blue","6","0.00","0.00","Transfer Comp - Grogan","Transfer"
"BB24","MB01","MB01","Premium Blue","2","0.00","0.00","Transfer Event Dynamic","Transfer"
"BB24","MB01","MB01","Premium Blue","2","16.16","16.16","Transfer F/S - Grogan","Transfer"
"BB24","MB01","MB01","Premium Blue","3","42.00","42.00","Transfer Full Price","Transfer"
"BB24","MB01","MB01","Premium Blue","8","112.00","112.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB01","MB01","Premium Blue","22","0.00","0.00","Transfer Player/Parent Comp","Transfer"
"BB24","MB01","MB01","Premium Blue","5","0.00","0.00","Transfer RSP 1/3","Transfer"
"BB24","MB01","MB01","Premium Blue","4","28.00","28.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB01","MB01","Premium Blue","9","0.00","0.00","Vet Tix","Single Game - Standard"
"BB24","MB01","MB01","Premium Gold","5","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB01","MB01","Premium Gold","3","111.00","111.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB01","MB01","Premium Gold","6","0.00","0.00","Transfer Comp - Grogan","Transfer"
"BB24","MB01","MB01","Premium Gold","4","56.00","56.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB01","MB01","Premium Gold","4","0.00","0.00","Transfer Player/Parent Comp","Transfer"
"BB24","MB01","MB01","Premium Gold","1","0.00","0.00","Transfer RSP 1/3","Transfer"
"BB24","MB01","MB01","Premium Gold","1","17.50","17.50","Youth (12 & Under)","Single Game - Standard"
"BB24","MB01","MB01","Premium Purple","62","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB01","MB01","Premium Purple","15","375.00","375.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB01","MB01","Premium Purple","5","62.50","62.50","Day of Youth","Single Game - Day of Game"
"BB24","MB01","MB01","Premium Purple","2","23.00","23.00","F/S (Limit 2)","Single Game - F/S"
"BB24","MB01","MB01","Premium Purple","19","437.00","437.00","Full Price","Single Game - Standard"
"BB24","MB01","MB01","Premium Purple","2","0.00","0.00","Rocket 10 Pack Lower","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB01","MB01","Premium Purple","5","0.00","0.00","Rocket 10 Pack Lower - Grogan","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB01","MB01","Premium Purple","8","0.00","0.00","Transfer Event Dynamic","Transfer"
"BB24","MB01","MB01","Premium Purple","2","0.00","0.00","Transfer F/S","Transfer"
"BB24","MB01","MB01","Premium Purple","1","12.00","12.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB01","MB01","Premium Purple","1","0.00","0.00","Transfer RSP 1/3","Transfer"
"BB24","MB01","MB01","Premium Purple","1","6.00","6.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB01","MB01","Premium Purple","2","0.00","0.00","Transfer Varsity T","Transfer"
"BB24","MB01","MB01","Premium Purple","18","0.00","0.00","Vet Tix","Single Game - Standard"
"BB24","MB01","MB01","Premium Purple","2","23.00","23.00","Youth (12 & Under)","Single Game - Standard"
"BB24","MB01","MB01","Suite","0","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB01","MB01","Suite","27","189.00","189.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB01","MB01","Upper A","31","589.00","589.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB01","MB01","Upper A","2","19.00","19.00","Day of Youth","Single Game - Day of Game"
"BB24","MB01","MB01","Upper A","2","17.00","17.00","F/S (Limit 2)","Single Game - F/S"
"BB24","MB01","MB01","Upper A","4","68.00","68.00","Full Price","Single Game - Standard"
"BB24","MB01","MB01","Upper A","8","0.00","0.00","Rocket 10 Pack Upper","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB01","MB01","Upper A","1","12.00","12.00","Transfer Full Price","Transfer"
"BB24","MB01","MB01","Upper B","2","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB01","MB01","Upper B","21","273.00","273.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB01","MB01","Upper B","4","26.00","26.00","Day of Youth","Single Game - Day of Game"
"BB24","MB01","MB01","Upper B","1","5.50","5.50","F/S (Limit 2)","Single Game - F/S"
"BB24","MB01","MB01","Upper B","4","44.00","44.00","Full Price","Single Game - Standard"
"BB24","MB01","MB01","Upper B","1","2.67","2.67","Transfer F/S","Transfer"
"BB24","MB01","MB01","Upper B","3","15.99","15.99","Transfer Full Price","Transfer"
"BB24","MB01","MB01","Upper B","1","5.33","5.33","Transfer Full Price - Grogan","Transfer"
"BB24","MB01","MB01","Upper B","2","11.00","11.00","Youth (12 & Under)","Single Game - Standard"
"BB24","MB01","MBS","Bleachers","0","0.00","0.00","Season Recent Alumni - 1 Sport","Season Tickets - Standard"
"BB24","MB01","MBS","Club","2","0.00","0.00","Season Comp","Season Tickets - Comp"
"BB24","MB01","MBS","Club","4","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Club","0","0.00","0.00","Season Comp - NEW - Grogan","New Season Tickets - Comp"
"BB24","MB01","MBS","Club","6","42.00","42.00","Season F/S - NEW - Grogan","New Season Tickets - F/S"
"BB24","MB01","MBS","Club","54","756.00","756.00","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Club","0","0.00","0.00","Season Full Price - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Club","11","154.00","154.00","Season Full Price - NEW - Grogan","New Season Tickets - Standard"
"BB24","MB01","MBS","Club","46","322.00","322.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Club","4","28.00","28.00","Season UT Pkg - NEW - Grogan","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Club","2","14.00","14.00","Season UT Pkg F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Club","12","0.00","0.00","Season UT Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Courtside","0","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Courtside","16","224.00","224.00","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Courtside","0","0.00","0.00","Season Full Price - NEW - Grogan","New Season Tickets - Standard"
"BB24","MB01","MBS","Courtside","19","133.00","133.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Courtside","2","14.00","14.00","Season UT Pkg - NEW - Grogan","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Loge","1","0.00","0.00","Season Comp","Season Tickets - Comp"
"BB24","MB01","MBS","Loge","16","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Loge","0","0.00","0.00","Season Full Price - NEW - Grogan","New Season Tickets - Standard"
"BB24","MB01","MBS","Loge","4","0.00","0.00","Season RSP Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Loge","72","504.00","504.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Loge","8","56.00","56.00","Season UT Pkg - NEW - Grogan","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Loge","0","0.00","0.00","Season UT Pkg F/S","Season Tickets - F/S"
"BB24","MB01","MBS","Loge","4","28.00","28.00","Season UT Pkg F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Loge","8","0.00","0.00","Season UT Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","29","0.00","0.00","Event Dynamic","Miscellaneous"
"BB24","MB01","MBS","Premium Blue","30","0.00","0.00","Season Comp","Season Tickets - Comp"
"BB24","MB01","MBS","Premium Blue","52","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Premium Blue","0","0.00","0.00","Season Comp - NEW - Grogan","New Season Tickets - Comp"
"BB24","MB01","MBS","Premium Blue","2","14.00","14.00","Season F/S","Season Tickets - F/S"
"BB24","MB01","MBS","Premium Blue","30","210.00","210.00","Season F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Premium Blue","4","28.00","28.00","Season F/S - NEW - Grogan","New Season Tickets - F/S"
"BB24","MB01","MBS","Premium Blue","0","0.00","0.00","Season Full Price","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Blue","259","3,626.00","3,626.00","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Blue","0","0.00","0.00","Season Full Price - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Blue","21","294.00","294.00","Season Full Price - NEW - Grogan","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Blue","20","0.00","0.00","Season Player Parent Comp","New Season Tickets - Comp"
"BB24","MB01","MBS","Premium Blue","16","74.72","74.72","Season RSP 1/3","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","28","130.76","130.76","Season RSP 1/3 - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","15","70.05","70.05","Season RSP 1/3 - NEW","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","10","0.00","0.00","Season RSP Trade","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","0","0.00","0.00","Season UT Pkg","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","121","847.00","847.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","6","42.00","42.00","Season UT Pkg - NEW - Grogan","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","6","42.00","42.00","Season UT Pkg F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Premium Blue","22","0.00","0.00","Season UT Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","2","0.00","0.00","Season UT Trade - NEW - Grogan","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Blue","4","28.00","28.00","Season Youth - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Gold","4","0.00","0.00","Season Comp","Season Tickets - Comp"
"BB24","MB01","MBS","Premium Gold","34","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Premium Gold","14","98.00","98.00","Season F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Premium Gold","4","28.00","28.00","Season F/S - NEW - Grogan","New Season Tickets - F/S"
"BB24","MB01","MBS","Premium Gold","0","0.00","0.00","Season Full Price","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Gold","43","602.00","602.00","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Gold","0","0.00","0.00","Season Full Price - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Gold","19","266.00","266.00","Season Full Price - NEW - Grogan","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Gold","4","0.00","0.00","Season Player Parent Comp","New Season Tickets - Comp"
"BB24","MB01","MBS","Premium Gold","4","18.68","18.68","Season RSP 1/3","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","84","392.28","392.28","Season RSP 1/3 - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","3","14.01","14.01","Season RSP 1/3 - NEW","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","12","0.00","0.00","Season RSP Trade","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","8","0.00","0.00","Season RSP Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","2","14.00","14.00","Season UT Pkg","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","13","91.00","91.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","2","14.00","14.00","Season UT Pkg F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Premium Gold","10","0.00","0.00","Season UT Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Gold","2","14.00","14.00","Season Youth - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","26","0.00","0.00","Event Dynamic","Miscellaneous"
"BB24","MB01","MBS","Premium Purple","17","90.61","90.61","Season ADA Lower","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","2","10.66","10.66","Season ADA Lower - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","2","5.34","5.34","Season ADA Lower F/S","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","114","0.00","0.00","Season Comp","Season Tickets - Comp"
"BB24","MB01","MBS","Premium Purple","8","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Premium Purple","56","336.00","336.00","Season F/S","Season Tickets - F/S"
"BB24","MB01","MBS","Premium Purple","30","180.00","180.00","Season F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Premium Purple","13","78.00","78.00","Season F/S - NEW","New Season Tickets - F/S"
"BB24","MB01","MBS","Premium Purple","2","12.00","12.00","Season F/S - NEW - Grogan","New Season Tickets - F/S"
"BB24","MB01","MBS","Premium Purple","78","936.00","936.00","Season Full Price","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","57","684.00","684.00","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","25","300.00","300.00","Season Full Price - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","6","72.00","72.00","Season Full Price - NEW - Grogan","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","3","12.00","12.00","Season RSP 1/3 - NEW","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Purple","8","0.00","0.00","Season RSP Trade","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Purple","2","0.00","0.00","Season RSP Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Purple","1","6.00","6.00","Season UT Pkg","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Purple","7","42.00","42.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Purple","4","0.00","0.00","Season UT Trade","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Purple","8","0.00","0.00","Season UT Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Premium Purple","74","370.00","370.00","Season Varsity T","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","43","215.00","215.00","Season Varsity T - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","5","25.00","25.00","Season Varsity T - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","1","5.00","5.00","Season Varsity T - NEW - Grogan","New Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","5","30.00","18.00","Season Youth","Season Tickets - Standard"
"BB24","MB01","MBS","Premium Purple","1","6.00","6.00","Season Youth - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Suite","1","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Suite","4","56.00","56.00","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Suite","0","0.00","0.00","Season UT Pkg","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Suite","171","1,197.00","1,197.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Suite","27","189.00","189.00","Season UT Pkg - NEW - Grogan","New Season Tickets - Package/Trade"
"BB24","MB01","MBS","Suite","8","0.00","0.00","Season UT Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Upper A","41","0.00","0.00","Event Dynamic","Miscellaneous"
"BB24","MB01","MBS","Upper A","57","0.00","0.00","Season Comp","Season Tickets - Comp"
"BB24","MB01","MBS","Upper A","22","0.00","0.00","Season Comp - Grogan","Season Tickets - Comp"
"BB24","MB01","MBS","Upper A","0","0.00","0.00","Season Comp - NEW","New Season Tickets - Comp"
"BB24","MB01","MBS","Upper A","10","60.00","60.00","Season F/S","Season Tickets - F/S"
"BB24","MB01","MBS","Upper A","2","12.00","12.00","Season F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Upper A","24","288.00","288.00","Season Full Price","Season Tickets - Standard"
"BB24","MB01","MBS","Upper A","0","0.00","0.00","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Upper A","4","48.00","48.00","Season Full Price - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Upper A","1","0.00","0.00","Season Kids Club","Season Tickets - Comp"
"BB24","MB01","MBS","Upper A","122","488.00","488.00","Season RSP 1/3","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Upper A","80","0.00","0.00","Season RSP Trade","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Upper A","4","0.00","0.00","Season RSP Trade - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Upper A","25","150.00","150.00","Season UT Pkg - Grogan","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Upper A","4","0.00","0.00","Season UT Trade","Season Tickets - Package/Trade"
"BB24","MB01","MBS","Upper A","1","6.00","6.00","Season Youth - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Upper B","30","0.00","0.00","Season Comp","Season Tickets - Comp"
"BB24","MB01","MBS","Upper B","41","109.47","109.47","Season F/S","Season Tickets - F/S"
"BB24","MB01","MBS","Upper B","4","10.68","10.68","Season F/S - Grogan","Season Tickets - F/S"
"BB24","MB01","MBS","Upper B","2","5.34","8.01","Season F/S - NEW","New Season Tickets - F/S"
"BB24","MB01","MBS","Upper B","135","719.55","719.55","Season Full Price","Season Tickets - Standard"
"BB24","MB01","MBS","Upper B","9","47.97","47.97","Season Full Price - Grogan","Season Tickets - Standard"
"BB24","MB01","MBS","Upper B","15","79.95","79.95","Season Full Price - NEW","New Season Tickets - Standard"
"BB24","MB01","MBS","Upper B","8","0.00","0.00","Season Kids Club","Season Tickets - Comp"
"BB24","MB01","MBS","Upper B","4","10.68","10.68","Season Youth","Season Tickets - Standard"
"BB24","MB01","MBS","Upper B","2","5.34","5.34","Season Youth - NEW","New Season Tickets - Standard"
"BB24","MB01P","BBPKFS","Area A","606","0.00","0.00","Parking","Parking"
"BB24","MB01P","BBPKFS","Area A","180","0.00","0.00","Staff Parking","Parking"
"BB24","MB01P","BBPKFS","Area B","214","0.00","0.00","Parking","Parking"
"BB24","MB01P","BBPKFS","Area B","50","0.00","0.00","Staff Parking","Parking"
"BB24","MB01P","BBPKFS","Area PC/SD","231","0.00","0.00","Parking","Parking"
"BB24","MB01P","BBPKFS","Area SHR","45","0.00","0.00","Parking","Parking"
"BB24","MB01P","MB01P","Area A","14","0.00","0.00","Parking","Parking"
"BB24","MB01P","MB01P","Area A","1","0.00","0.00","Staff Parking","Parking"
"BB24","MB01P","MB01P","Area B","1","0.00","0.00","Vendor Parking","Parking"
"BB24","MB01P","MB01P","Area SHR","1","0.00","0.00","Transfer Parking","Transfer"
"BB24","MB02","MB02","Bleachers","198","0.00","0.00","Access Pass","Single Game - Standard"
"BB24","MB02","MB02","Bleachers","6","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB02","MB02","Bleachers","5","55.00","55.00","Day of Student Guest","Single Game - Day of Game"
"BB24","MB02","MB02","Bleachers","4","36.00","36.00","Student Guest (Limit 2)","Single Game - Standard"
"BB24","MB02","MB02","Club","2","28.00","28.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB02","MB02","Club","4","28.00","28.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB02","MB02","Courtside","0","0.00","0.00","Comp - Grogan","Single Game - Standard"
"BB24","MB02","MB02","Courtside","2","28.00","28.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB02","MB02","Courtside","7","49.00","49.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB02","MB02","Loge","4","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB02","MB02","Loge","3","0.00","0.00","Transfer Comp - Grogan","Transfer"
"BB24","MB02","MB02","Loge","13","91.00","91.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB02","MB02","Loge","13","91.00","91.00","Transfer UT Pkg F/S -  Grogan","Transfer"
"BB24","MB02","MB02","Premium Blue","20","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB02","MB02","Premium Blue","6","294.00","294.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB02","MB02","Premium Blue","7","133.00","133.00","Donor Extra - Grogan","Single Game - Standard"
"BB24","MB02","MB02","Premium Blue","2","47.00","47.00","F/S (Limit 2)","Single Game - F/S"
"BB24","MB02","MB02","Premium Blue","18","846.00","846.00","Full Price","Single Game - Standard"
"BB24","MB02","MB02","Premium Blue","1","0.00","0.00","Transfer Comp","Transfer"
"BB24","MB02","MB02","Premium Blue","6","0.00","0.00","Transfer Comp - Grogan","Transfer"
"BB24","MB02","MB02","Premium Blue","2","0.00","0.00","Transfer Event Dynamic","Transfer"
"BB24","MB02","MB02","Premium Blue","2","16.16","16.16","Transfer F/S - Grogan","Transfer"
"BB24","MB02","MB02","Premium Blue","4","56.00","56.00","Transfer Full Price","Transfer"
"BB24","MB02","MB02","Premium Blue","11","154.00","154.00","Transfer Full Price - Grogan","Transfer"
"BB24","MB02","MB02","Premium Blue","20","0.00","0.00","Transfer Player/Parent Comp","Transfer"
"BB24","MB02","MB02","Premium Blue","12","0.00","0.00","Transfer RSP 1/3","Transfer"
"BB24","MB02","MB02","Premium Blue","2","14.00","14.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB02","MB02","Premium Blue","13","0.00","0.00","Vet Tix","Single Game - Standard"
"BB24","MB02","MB02","Premium Blue","4","94.00","94.00","Youth (12 & Under)","Single Game - Standard"
"BB24","MB02","MB02","Premium Gold","16","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB02","MB02","Premium Gold","2","0.00","0.00","Comp - Grogan","Single Game - Standard"
"BB24","MB02","MB02","Premium Gold","2","74.00","74.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB02","MB02","Premium Gold","9","0.00","0.00","Recruit Tickets","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB02","MB02","Premium Gold","5","0.00","0.00","Transfer Comp - Grogan","Transfer"
"BB24","MB02","MB02","Premium Gold","4","0.00","0.00","Transfer Player/Parent Comp","Transfer"
"BB24","MB02","MB02","Premium Gold","18","75.32","75.32","Transfer RSP 1/3","Transfer"
"BB24","MB02","MB02","Premium Purple","41","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB02","MB02","Premium Purple","7","175.00","175.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB02","MB02","Premium Purple","38","874.00","874.00","Full Price","Single Game - Standard"
"BB24","MB02","MB02","Premium Purple","9","0.00","0.00","Rocket 10 Pack Lower","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB02","MB02","Premium Purple","5","0.00","0.00","Rocket 10 Pack Lower - Grogan","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB02","MB02","Premium Purple","4","0.00","0.00","Transfer Event Dynamic","Transfer"
"BB24","MB02","MB02","Premium Purple","2","0.00","0.00","Transfer F/S","Transfer"
"BB24","MB02","MB02","Premium Purple","8","48.00","48.00","Transfer F/S - Grogan","Transfer"
"BB24","MB02","MB02","Premium Purple","4","0.00","0.00","Transfer RSP 1/3","Transfer"
"BB24","MB02","MB02","Premium Purple","6","0.00","0.00","Transfer Varsity T","Transfer"
"BB24","MB02","MB02","Premium Purple","4","0.00","0.00","Transfer Varsity T - Grogan","Transfer"
"BB24","MB02","MB02","Premium Purple","20","0.00","0.00","Vet Tix","Single Game - Standard"
"BB24","MB02","MB02","Premium Purple","13","149.50","149.50","Youth (12 & Under)","Single Game - Standard"
"BB24","MB02","MB02","Suite","21","147.00","147.00","Transfer UT Pkg - Grogan","Transfer"
"BB24","MB02","MB02","Suite","2","0.00","0.00","Transfer UT Trade - Grogan","Transfer"
"BB24","MB02","MB02","Upper A","11","0.00","0.00","Comp","Single Game - Standard"
"BB24","MB02","MB02","Upper A","21","399.00","399.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB02","MB02","Upper A","19","323.00","323.00","Full Price","Single Game - Standard"
"BB24","MB02","MB02","Upper A","6","0.00","0.00","Rocket 10 Pack Upper","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB02","MB02","Upper A","326","0.00","0.00","Team Toledo - Mental Health Awareness","Single Game - Promo/Comp Non Sales Leads"
"BB24","MB02","MB02","Upper A","2","0.00","0.00","Transfer Event Dynamic","Transfer"
"BB24","MB02","MB02","Upper A","1","12.00","12.00","Transfer Full Price","Transfer"
"BB24","MB02","MB02","Upper A","4","34.00","34.00","Youth (12 & Under)","Single Game - Standard"
"BB24","MB02","MB02","Upper B","10","130.00","130.00","Day of Full Price","Single Game - Day of Game"
"BB24","MB02","MB02","Upper B","5","32.50","32.50","Day of Youth","Single Game - Day of Game"
"BB24","MB02","MB02","Upper B","34","374.00","374.00","Full Price","Single Game - Standard"
